,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location,behavior,lateral_acc,lateral_vel,mean_vel
12961,12961,682424,7966563,53,494,730,1113433184300,65.598,322.271,6042856.878,2133395.633,17.3,7.4,2,22.58,1.14,6,,,,,,,45,68,67.9,3.01,i-80,2,0.30000000000001137,1.039999999999992,16.773333333333333
12962,12962,1181152,8465291,27,494,757,1113433184300,55.029,475.447,6042827.452000001,2133546.23,14.8,8.5,2,20.6,-5.43,5,,,,,,,4,31,47.13,2.29,i-80,2,-1.8000000000000682,-0.8599999999999852,16.763
12963,12963,1051786,8335925,66,494,936,1113433184300,40.037,439.353,6042816.937999999,2133508.481,13.3,7.8,2,17.9,2.04,4,,,,,,,13,74,72.9,4.07,i-80,2,0.0,-0.030000000000001137,16.759333333333334
12964,12964,220967,7505106,25,494,359,1113433184300,5.69,149.907,6042818.422,2133217.18,15.8,8.5,2,22.49,-9.17,1,,,,,,,17,12,86.42,3.84,i-80,2,-0.8999999999998565,0.5200000000000049,16.748
12965,12965,51853,7335992,115,494,733,1113433184300,30.934,81.857,6042851.8829999985,2133152.727,14.8,8.4,2,8.0,-0.22,3,,,,,,,112,0,29.46,3.68,i-80,2,0.19999999999953388,0.009999999999976694,16.747833333333336
12966,12966,905754,8189893,55,494,774,1113433184300,17.843,398.387,6042800.097,2133465.188,15.4,5.4,2,21.0,-0.21,2,,,,,,,24,59,71.88,3.42,i-80,2,-0.10000000000012221,-0.09000000000000341,16.747500000000002
12967,12967,1146031,8430170,24,494,777,1113433184300,13.473,470.268,6042786.83,2133536.029,26.3,8.5,3,21.3,-2.76,2,,,,,,,11,55,67.52,3.17,i-80,2,-0.19999999999988916,-0.04999999999999005,16.74216666666667
12968,12968,245240,7529379,108,494,775,1113433184300,26.92,156.517,6042838.687999999,2133226.251,41.8,8.5,3,5.73,11.2,3,,,,,,,90,112,72.69,12.69,i-80,2,-1.2999999999998124,-0.009999999999976694,16.773666666666667
12969,12969,200406,7484545,89,494,714,1113433184300,66.148,134.634,6042880.306,2133209.515,15.3,6.4,2,1.39,6.8,6,,,,,,,81,103,33.09,23.81,i-80,2,0.9999999999990905,0.09999999999990905,16.782500000000002
12970,12970,1465299,8749438,15,494,888,1113433184300,42.758,559.5980000000002,6042804.897000001,2133628.411,14.3,7.4,2,28.35,3.01,4,,,,,,,0,13,0.0,0.0,i-80,2,0.1999999999981128,0.06999999999990791,16.7905
12971,12971,898264,8182403,45,494,815,1113433184300,67.398,390.172,6042850.28,2133462.889,9.9,5.7,2,18.73,9.85,6,,,,,,,32,53,44.43,2.37,i-80,2,-0.10000000000047748,-0.060000000000002274,16.800333333333334
12972,12972,830654,8114793,43,494,845,1113433184300,54.87300000000001,370.693,6042840.196,2133442.444,14.9,5.4,2,26.05,0.18,5,,,,,,,31,61,47.76,1.83,i-80,2,2.1316282072803006e-12,2.0600000000001017,16.800666666666668
12973,12973,364890,7649029,93,494,777,1113433184300,16.905,205.721,6042822.667,2133273.929,15.8,6.4,2,9.72,0.52,2,,,,,,,87,97,37.6,3.87,i-80,2,9.100000000000108,1.8400000000000105,16.801833333333335
12974,12974,428732,7712871,90,494,827,1113433184300,30.669,229.211,6042833.432,2133298.935,13.4,5.3,2,17.19,0.0,3,,,,,,,86,108,79.63,4.63,i-80,2,0.0,0.1699999999999946,16.801833333333335
12975,12975,987849,8271988,31,494,685,1113433184300,54.508,418.45,6042834.08,2133489.801,18.8,8.0,2,19.35,-10.23,5,,,,,,,27,43,57.0,2.95,i-80,2,0.20000000000024443,0.9100000000000108,16.783
12976,12976,360664,7644803,77,494,831,1113433184300,53.015,199.437,6042859.28,2133272.124,11.9,5.3,2,16.55,11.2,5,,,,,,,67,94,71.13,4.3,i-80,2,0.30000000000143245,0.06000000000007333,16.803166666666666
12977,12977,457742,7741881,87,494,772,1113433184300,16.115,243.321,6042817.25,2133311.144,17.9,5.9,2,8.68,0.0,2,,,,,,,79,93,41.56,4.79,i-80,2,0.10000000000012221,0.09000000000000341,16.803166666666666
12978,12978,192315,7476454,122,494,829,1113433184300,41.309,134.577,6042855.667,2133206.363,15.3,7.9,2,8.64,7.62,4,,,,,,,107,137,86.18,9.97,i-80,2,-0.6000000000000227,-0.5499999999999972,16.812
12979,12979,1474937,8759076,15,495,888,1113433184400,42.765,562.444,6042804.55,2133631.221,14.3,7.4,2,28.74,4.0,4,,,,,,,0,13,0.0,0.0,i-80,2,7.105427357601002e-13,0.06999999999997897,16.8185
12980,12980,88166,7372305,12,495,285,1113433184400,10.722,98.134,6042829.829,2133166.352,8.4,5.7,2,39.37,7.39,1,,,,,,,25,39,53.99,1.37,i-80,2,2.3999999999999133,-1.6500000000000092,16.833666666666666
12981,12981,1583121,8867260,1,495,884,1113433184400,16.995,597.369,6042774.625,2133662.639,14.3,6.4,2,19.98,0.0,2,,,,,,,3355,11,37.51,1.88,i-80,2,-9.299999999999997,-1.9399999999999906,16.833666666666666
12982,12982,367460,7651599,93,495,777,1113433184400,17.07,206.698,6042822.71,2133274.922,15.8,6.4,2,9.75,0.08,2,,,,,,,87,97,37.49,3.85,i-80,2,-1.9000000000001904,1.6499999999999915,16.834166666666665
12983,12983,1351292,8635431,4,495,749,1113433184400,54.418,524.932,6042820.788,2133595.308,13.4,5.3,2,23.01,-4.42,5,,,,,,,0,27,0.0,0.0,i-80,2,2.999999999999403,0.2899999999999636,16.830166666666667
12984,12984,1387064,8671203,11,495,864,1113433184400,16.795,540.0790000000002,6042781.579,2133605.778,17.3,8.4,2,22.97,1.13,2,,,,,,,1,24,57.29,2.49,i-80,2,0.20000000000024443,-0.9499999999999886,16.831333333333333
12985,12985,1710413,8994552,3355,495,1192,1113433184400,18.143,634.882,6042771.111000001,2133699.989,20.8,8.0,2,23.59,11.2,2,,,,,,,0,1,0.0,0.0,i-80,2,-7.899999999999707,0.5100000000000193,16.802666666666667
12986,12986,953991,8238130,44,495,675,1113433184400,6.977,414.342,6042787.413,2133479.74,13.3,6.3,2,29.7,-2.74,1,,,,,,,0,2,0.0,0.0,i-80,1,8.881784197001252e-14,-0.6199999999999939,16.799166666666668
12987,12987,689150,7973289,53,495,730,1113433184400,65.699,324.526,6042856.701,2133397.878,17.3,7.4,2,22.75,2.34,6,,,,,,,45,68,67.58,2.97,i-80,2,-0.30000000000001137,1.009999999999991,16.802000000000003
12988,12988,904727,8188866,45,495,815,1113433184400,67.389,392.105,6042850.035,2133464.861,9.9,5.7,2,19.6,7.69,6,,,,,,,32,53,45.52,2.32,i-80,2,-0.30000000000001137,-0.09000000000000341,16.8165
12989,12989,1252071,8536210,41,495,878,1113433184400,66.711,494.561,6042836.704,2133566.675,13.8,6.3,2,26.28,4.44,6,,,,,,,21,32,67.85,2.58,i-80,2,0.10000000000047748,0.0,16.82466666666667
12990,12990,912627,8196766,55,495,774,1113433184400,17.834,400.486,6042799.839,2133467.272,15.4,5.4,2,20.97,-0.24,2,,,,,,,24,59,71.88,3.43,i-80,2,0.0,-0.09000000000000341,16.82416666666667
12991,12991,120513,7404652,103,495,774,1113433184400,65.286,103.65,6042883.295,2133178.582,16.3,7.9,2,2.33,0.0,6,,,,,,,89,3333,31.15,13.37,i-80,2,1.4210854715202004e-12,0.17000000000010118,16.82416666666667
12992,12992,1483323,8767462,21,495,783,1113433184400,61.184,562.415,6042822.829,2133633.49,12.8,6.8,2,21.56,1.06,6,,,,,,,7,41,35.5,1.65,i-80,2,0.10000000000047748,2.530000000000001,16.825333333333337
12993,12993,130074,7414213,112,495,747,1113433184400,29.369,111.85,6042846.635,2133182.339,13.9,5.8,2,6.03,11.2,3,,,,,,,108,115,45.35,7.52,i-80,2,-0.10000000000012221,0.0,16.842666666666666
12994,12994,291748,7575887,97,495,789,1113433184400,16.954,175.67700000000005,6042826.423,2133244.123,13.9,5.3,2,9.06,0.0,2,,,,,,,93,116,31.02,3.42,i-80,2,-0.10000000000012221,0.15000000000000568,16.842666666666666
12995,12995,1605878,8890017,7,495,711,1113433184400,67.594,597.9119999999998,6042824.7579999985,2133669.516,17.8,7.9,2,27.48,-5.96,6,,,,,,,5,21,72.12,2.62,i-80,2,-0.10000000000047748,0.049999999999954525,16.834500000000002
12996,12996,902222,8186361,54,495,901,1113433184400,28.792,395.989,6042811.251,2133464.126,13.4,5.3,2,15.01,2.04,3,,,,,,,51,86,44.79,2.98,i-80,2,6.400000000000006,0.3200000000000003,16.840666666666667
12997,12997,194450,7478589,122,495,829,1113433184400,41.265,135.46200000000002,6042855.5189999975,2133207.195,15.3,7.9,2,9.64,11.2,4,,,,,,,107,137,87.04,9.03,i-80,2,1.1000000000002785,-0.4399999999999693,16.857333333333333
12998,12998,516722,7800861,68,495,757,1113433184400,67.253,261.773,6042865.787000001,2133335.4680000003,15.3,7.4,2,17.59,4.24,6,,,,,,,53,72,62.75,3.57,i-80,2,11.299999999999955,0.4800000000000182,16.8625
12999,12999,164660,7448799,116,495,792,1113433184400,17.022000000000002,126.709,6042832.515,2133195.768,15.9,5.9,2,17.24,-11.2,2,,,,,,,97,117,48.97,2.84,i-80,2,3.200000000000358,0.870000000000033,16.838500000000003
13000,13000,70216,7354355,3333,495,739,1113433184400,66.872,84.976,6042887.221,2133159.792,15.3,6.9,2,0.0,0.0,6,,,,,,,103,0,18.67,9999.99,i-80,2,-0.39999999999906777,-0.01999999999995339,16.838500000000003
13001,13001,171887,7456026,102,495,782,1113433184400,52.955,125.348,6042868.3670000015,2133198.65,13.3,6.3,2,7.75,0.0,5,,,,,,,94,109,28.11,3.63,i-80,2,1.4210854715202004e-12,0.010000000000047748,16.838333333333335
13002,13002,459655,7743794,87,495,772,1113433184400,16.124000000000002,244.188,6042817.152000003,2133312.006,17.9,5.9,2,8.68,0.0,2,,,,,,,79,93,41.8,4.82,i-80,2,3.552713678800501e-13,0.09000000000003894,16.838333333333335
13003,13003,617110,7901249,2,495,415,1113433184400,4.032,306.416,6042797.736000001,2133372.282,15.3,6.4,2,29.91,-0.68,1,,,,,,,44,17,107.93,3.61,i-80,2,0.2000000000000668,-0.11999999999999567,16.837500000000002
13004,13004,245996,7530135,94,495,791,1113433184400,52.971,153.46,6042864.9010000015,2133226.561,18.3,7.5,2,11.14,-11.2,5,,,,,,,77,102,47.69,4.28,i-80,2,-0.19999999999953388,-0.060000000000002274,16.815
13005,13005,659857,7943996,61,495,810,1113433184400,54.035,315.706,6042846.214,2133387.688,13.3,7.3,2,17.78,4.82,5,,,,,,,43,67,57.59,3.24,i-80,2,-0.10000000000047748,0.009999999999976694,16.824166666666667
13006,13006,696890,7981029,59,495,783,1113433184400,16.051,333.45,6042806.33,2133400.615,12.8,6.8,2,19.49,0.06,2,,,,,,,55,79,67.04,3.44,i-80,2,-3.552713678800501e-13,0.009999999999976694,16.824166666666667
13007,13007,1515164,8799303,36,495,1005,1113433184400,27.794,575.837,6042788.024,2133642.63,24.8,8.5,3,15.0,0.0,3,,,,,,,0,50,0.0,0.0,i-80,2,3.552713678800501e-13,0.04000000000001336,16.824166666666667
13008,13008,444802,7728941,17,495,413,1113433184400,5.489,238.9,6042807.246,2133305.474,15.3,7.9,2,25.34,-3.05,1,,,,,,,2,25,67.52,2.66,i-80,2,0.0,0.019999999999997797,16.823500000000003
13009,13009,514679,7798818,100,495,854,1113433184400,41.942,263.987,6042840.397999999,2133334.623,15.4,5.9,2,15.73,5.52,4,,,,,,,84,107,44.08,2.8,i-80,2,0.0,0.4299999999999926,16.830333333333336
13010,13010,1309807,8593946,13,495,948,1113433184400,42.206,514.576,6042809.937000001,2133583.522,14.8,6.4,2,23.76,2.62,4,,,,,,,15,66,47.87,2.01,i-80,2,0.09999999999976694,0.0,16.829833333333333
13011,13011,53872,7338011,115,495,733,1113433184400,30.94,82.661,6042851.79,2133153.528,14.8,8.4,2,7.93,-1.15,3,,,,,,,112,0,29.19,3.68,i-80,2,0.5000000000002558,0.060000000000002274,16.828666666666667
13012,13012,60722,7344861,39,495,347,1113433184400,6.121,88.385,6042826.452000001,2133156.185,15.8,6.4,2,24.43,-1.08,1,,,,,,,12,0,9.75,0.4,i-80,2,0.6999999999998785,-0.01000000000000334,16.8335
13013,13013,288923,7573062,81,495,773,1113433184400,64.791,168.618,6042874.765,2133243.022,17.8,7.4,2,8.95,-0.34,6,,,,,,,72,89,52.84,5.9,i-80,2,-0.10000000000047748,0.4999999999999716,16.832833333333333
13014,13014,79794,7363933,117,495,726,1113433184400,17.121,94.268,6042836.649,2133163.345,18.8,6.5,2,8.26,-7.24,2,,,,,,,116,0,32.44,3.93,i-80,2,0.0,0.0,16.819666666666667
13015,13015,1848973,9133112,5,495,702,1113433184400,75.992,670.0269999999998,6042824.149,2133742.109,14.4,5.9,2,19.58,-1.33,6,,,,,,,0,7,0.0,0.0,i-80,2,-0.7000000000005002,-1.1899999999999977,16.814333333333334
13016,13016,226773,7510912,25,495,359,1113433184400,5.692,152.125,6042818.153,2133219.365,15.8,8.5,2,21.5,-11.2,1,,,,,,,17,12,86.78,4.04,i-80,2,-5.000000000000071,0.019999999999997797,16.797833333333337
13017,13017,364654,7648793,77,495,831,1113433184400,53.011,201.147,6042859.065,2133273.821,11.9,5.3,2,17.76,11.2,5,,,,,,,67,94,71.0,4.0,i-80,2,-1.0000000000005116,-0.03999999999997783,16.818
13018,13018,564408,7848547,79,495,786,1113433184400,15.989,285.986,6042812.025,2133353.407,17.8,7.4,2,11.04,0.3,2,,,,,,,59,87,47.46,4.3,i-80,2,0.0,0.9500000000000064,16.818333333333335
13019,13019,1153000,8437139,24,495,777,1113433184400,13.469,472.365,6042786.57,2133538.136,26.3,8.5,3,21.23,0.35,2,,,,,,,11,55,67.71,3.19,i-80,2,0.09999999999976694,-0.04000000000001336,16.81716666666667
13020,13020,1051412,8335551,51,495,937,1113433184400,26.999,440.775,6042803.818,2133508.373,30.7,8.5,3,13.99,-0.11,3,,,,,,,50,54,66.06,4.72,i-80,2,0.0,-0.04000000000001336,16.817000000000004
13021,13021,634347,7918486,86,495,837,1113433184400,26.04,309.922,6042819.145,2133378.503,67.7,8.5,3,10.8,1.16,3,,,,,,,54,90,86.07,7.97,i-80,2,0.09999999999976694,0.009999999999976694,16.819833333333335
13022,13022,792190,8076329,60,495,852,1113433184400,42.351000000000006,360.452,6042829.051,2133430.735,15.8,6.4,2,12.52,1.3,4,,,,,,,74,84,37.89,3.03,i-80,2,7.105427357601002e-13,0.03000000000007219,16.821
13023,13023,200816,7484955,89,495,714,1113433184400,66.138,134.798,6042880.275,2133209.679,15.3,6.4,2,2.18,8.38,6,,,,,,,81,103,33.82,15.51,i-80,2,-1.999999999998181,-0.09999999999990905,16.83416666666667
13024,13024,415398,7699537,107,495,804,1113433184400,40.661,222.506,6042844.174,2133293.5130000003,16.3,7.4,2,17.52,0.0,4,,,,,,,100,122,41.48,2.37,i-80,2,7.105427357601002e-13,0.140000000000029,16.83416666666667
13025,13025,633988,7918127,84,495,860,1113433184400,40.529,308.067,6042833.7629999975,2133378.365,15.8,8.5,2,16.0,8.93,4,,,,,,,60,100,52.38,3.27,i-80,2,0.30000000000001137,-0.03999999999997783,16.845833333333335
13026,13026,78915,7363054,109,495,754,1113433184400,53.822,89.344,6042873.67,2133163.028,14.8,6.4,2,6.91,-11.2,5,,,,,,,102,0,36.0,5.21,i-80,2,-6.499999999999773,-0.9799999999999898,16.821333333333335
13027,13027,995602,8279741,31,495,685,1113433184400,54.611,420.227,6042833.903,2133492.046,18.8,8.0,2,19.29,8.35,5,,,,,,,27,43,57.21,2.97,i-80,2,1.199999999999335,1.0299999999999443,16.820333333333334
13028,13028,1187915,8472054,27,495,757,1113433184400,54.963,477.43800000000016,6042827.1460000025,2133548.1980000003,14.8,8.5,2,20.42,1.42,5,,,,,,,4,31,47.49,2.33,i-80,2,1.999999999999602,-0.660000000000025,16.817333333333334
13029,13029,1057706,8341845,66,495,936,1113433184400,40.033,441.097,6042816.717,2133510.27,13.3,7.8,2,18.35,8.86,4,,,,,,,13,74,73.48,4.0,i-80,2,-0.09999999999976694,-0.03999999999997783,16.824833333333334
13030,13030,418626,7702765,72,495,773,1113433184400,67.766,221.458,6042871.327000001,2133294.8030000003,12.8,6.3,2,11.73,11.2,6,,,,,,,68,81,40.32,3.44,i-80,2,0.10000000000047748,0.010000000000047748,16.919333333333334
13031,13031,246905,7531044,108,495,775,1113433184400,26.922,157.202,6042838.611000001,2133226.886,41.8,8.5,3,7.85,11.2,3,,,,,,,90,112,73.73,9.39,i-80,2,0.2999999999996561,0.019999999999988916,16.954666666666668
13032,13032,539031,7823170,67,495,769,1113433184400,53.583,272.15,6042850.993,2133344.097,14.9,5.9,2,16.49,7.45,5,,,,,,,61,77,43.56,2.64,i-80,2,-9.100000000000108,-2.0400000000000063,16.96366666666667
13033,13033,839298,8123437,43,495,845,1113433184400,55.078,373.301,6042840.075,2133445.049,14.9,5.4,2,26.03,-0.19,5,,,,,,,31,61,46.93,1.8,i-80,2,-0.10000000000189857,2.049999999999912,16.963333333333335
13034,13034,1278670,8562809,50,495,1089,1113433184400,30.702,506.831,6042799.466,2133574.439,15.3,7.4,2,20.02,0.19,3,,,,,,,36,51,69.01,3.45,i-80,2,-0.09999999999976694,0.4800000000000182,16.963333333333335
13035,13035,1057694,8341833,32,495,807,1113433184400,65.288,437.63,6042842.158,2133510.267,15.3,7.4,2,28.53,-10.3,6,,,,,,,41,45,56.93,2.0,i-80,2,-6.099999999999284,-0.15000000000000568,16.963333333333335
13036,13036,914775,8198914,74,495,949,1113433184400,41.639,398.339,6042823.7310000025,2133467.958,14.3,6.9,2,17.85,7.44,4,,,,,,,66,60,42.76,2.4,i-80,2,-0.10000000000118803,0.37999999999996703,16.97666666666667
13037,13037,432897,7717036,90,495,827,1113433184400,30.686,230.929,6042833.2370000025,2133300.642,13.4,5.3,2,17.19,0.0,3,,,,,,,86,108,78.99,4.6,i-80,2,0.0,0.1699999999999946,16.97666666666667
13038,13038,114425,7398564,137,495,808,1113433184400,39.869,104.41,6042857.972999997,2133176.249,18.3,7.0,2,6.64,-5.87,4,,,,,,,122,0,31.05,4.68,i-80,2,0.0,0.0,16.970333333333336
13039,13039,1056041,8340180,51,496,937,1113433184500,26.996,442.171,6042803.6460000025,2133509.762,30.7,8.5,3,14.0,0.21,3,,,,,,,50,54,66.67,4.76,i-80,2,0.10000000000012221,-0.030000000000001137,16.9705
13040,13040,1318188,8602327,13,496,948,1113433184500,42.205,516.94,6042809.649,2133585.852,14.8,6.4,2,24.13,5.97,4,,,,,,,15,66,48.39,2.01,i-80,2,-0.10000000000047748,-0.010000000000047748,16.97666666666667
13041,13041,173911,7458050,102,496,782,1113433184500,52.956,126.122,6042868.272000001,2133199.419,13.3,6.3,2,7.75,0.0,5,,,,,,,94,109,28.39,3.66,i-80,2,0.0,0.010000000000047748,16.97666666666667
13042,13042,1855036,9139175,5,496,702,1113433184500,75.88,671.9639999999997,6042823.793,2133744.035,14.4,5.9,2,19.51,0.43,6,,,,,,,0,7,0.0,0.0,i-80,2,0.6999999999990791,-1.1200000000000898,16.9755
13043,13043,291228,7575367,81,496,773,1113433184500,64.84100000000001,169.497,6042874.704,2133243.921,17.8,7.4,2,9.07,2.0,6,,,,,,,72,89,53.34,5.88,i-80,2,1.4210854715202004e-12,0.5000000000001137,16.977500000000003
13044,13044,115985,7400124,137,496,808,1113433184500,39.869,105.021,6042857.9,2133176.838,18.3,7.0,2,6.34,-1.55,4,,,,,,,122,0,31.48,4.96,i-80,2,0.0,0.0,16.972500000000004
13045,13045,638639,7922778,84,496,860,1113433184500,40.531,309.714,6042833.552,2133380.079,15.8,8.5,2,16.77,7.84,4,,,,,,,60,100,51.97,3.1,i-80,2,0.5999999999993122,0.01999999999995339,16.985333333333337
13046,13046,55922,7340061,115,496,733,1113433184500,30.94,83.456,6042851.692000003,2133154.322,14.8,8.4,2,7.75,-2.34,3,,,,,,,112,0,29.07,3.75,i-80,2,-0.6000000000000227,0.0,16.982333333333337
13047,13047,1589725,8873864,1,496,884,1113433184500,16.894000000000002,599.366,6042774.2760000015,2133664.605,14.3,6.4,2,19.98,0.14,2,,,,,,,3355,11,37.77,1.89,i-80,2,9.299999999999997,-1.009999999999991,16.982333333333337
13048,13048,82020,7366159,117,496,726,1113433184500,17.121,95.066,6042836.551,2133164.142,18.8,6.5,2,7.47,-8.51,2,,,,,,,116,0,33.22,4.45,i-80,2,0.0,0.0,16.96916666666667
13049,13049,1520177,8804316,36,496,1005,1113433184500,27.797,577.337,6042787.84,2133644.119,24.8,8.5,3,15.0,0.0,3,,,,,,,0,50,0.0,0.0,i-80,2,-0.10000000000012221,0.030000000000001137,16.96916666666667
